9768;3258;7923;1847;7086
5827;5836;9910;9388;8353
7528;9650;16;4092;1400
8295;7050;2762;2515;9746
197;550;8632;2333;111
6930;8223;1098;3445;2982
7929;1598;5089;76;5361
2193;8913;2478;6511;8578
750;9154;3986;4823;2430
2096;4154;2946;4606;3896
6062;3326;4822;3520;5334
1518;8811;8076;8849;946
9401;486;7638;666;885
357;6577;1638;6500;6057
4401;3182;8133;1975;2336
8935;372;4655;2449;6241
3255;4605;757;7452;235
4695;1672;8868;678;7068
2450;261;6961;6668;3051
7564;3739;4731;3191;7528
1895;521;2364;9581;3270
8816;9989;4430;58;6426
9906;986;121;7907;7342
1827;8199;4235;3559;5674
369;9392;4514;3029;9224
5168;7911;8841;5516;1648
4812;4325;2530;9391;740
5269;8580;5287;7048;7254
2378;1621;1259;7052;7606
3715;5142;4957;7885;6978
3306;3723;8643;3818;7921
2529;5517;2517;3377;918
3994;6869;3304;4855;9276
3059;9943;5663;6245;6133
2037;2124;6096;6246;5554
187;7802;1912;72;2041
4336;6702;7271;3619;2148
